...1,es_score,brier_score,location,target_date,X22F_50_CI,X23B_50_CI,X23C_50_CI,X23D_50_CI,X23E_50_CI,recombinant_50_CI,other_50_CI,X23A_50_CI,X22F_95_CI,X23B_95_CI,X23C_95_CI,X23D_95_CI,X23E_95_CI,recombinant_95_CI,other_95_CI,X23A_95_CI
1533,NA,NA,OK,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1534,NA,NA,OK,2023-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1535,0.728746058742614,0.509974358671755,OK,2023-05-22,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0
1536,0.210563544092582,0.1542263995858165,OK,2023-05-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1537,NA,NA,OK,2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1538,NA,NA,OK,2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1539,NA,NA,OK,2023-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1540,NA,NA,OK,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1541,NA,NA,OK,2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1542,NA,NA,OK,2023-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1543,0.933725510002493,0.659613653795155,OK,2023-05-30,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
1544,NA,NA,OK,2023-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1545,NA,NA,OK,2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1546,NA,NA,OK,2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1547,NA,NA,OK,2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1548,NA,NA,OK,2023-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1549,NA,NA,OK,2023-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1550,NA,NA,OK,2023-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1551,NA,NA,OK,2023-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1552,0.397949146256747,0.2769376255038945,OK,2023-06-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1553,NA,NA,OK,2023-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1554,NA,NA,OK,2023-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1555,1.66115897539405,0.3325385162340635,OR,2023-04-30,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1
1556,0.557707153382227,0.25392454956198,OR,2023-05-01,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
1557,0.917444829254886,0.1925816291699565,OR,2023-05-02,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0
1558,0.744564286035347,0.1385691726752195,OR,2023-05-03,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1559,0.512316857422486,0.170956321952874,OR,2023-05-04,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1560,0.52224637397191,0.250940888987951,OR,2023-05-05,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1561,1.29822613020038,0.486913645444672,OR,2023-05-06,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0
1562,0.0859234723027643,0.0606258488037525,OR,2023-05-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1563,1.87397498786202,0.3425764919384755,OR,2023-05-08,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0
1564,0.517902414864377,0.254073125832924,OR,2023-05-09,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1565,0.897696044954983,0.2411169303701275,OR,2023-05-10,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
1566,1.65051157496312,0.1605392298569345,OR,2023-05-11,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0
1567,1.09885789557852,0.4561644464664295,OR,2023-05-12,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0
1568,1.59190649205182,0.412390391691613,OR,2023-05-13,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0
1569,0.676116197224702,0.0931977831168715,OR,2023-05-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1570,0.598495333741222,0.2146610793976155,OR,2023-05-15,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
1571,0.511197881352226,0.3238025071016875,OR,2023-05-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1572,0.7487966992865,0.3959556054776285,OR,2023-05-17,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1573,1.11737572895954,0.4536215113780655,OR,2023-05-18,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0
1574,1.33323493411331,0.61562648467818,OR,2023-05-19,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0
1575,2.04806894182965,0.60157172245785,OR,2023-05-20,0,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0
1576,0.532750529987492,0.327727999022182,OR,2023-05-21,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
1577,0.720087188740355,0.341885214054627,OR,2023-05-22,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1578,0.590308045298777,0.1542263995858165,OR,2023-05-23,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1579,0.771568301081067,0.392436486867866,OR,2023-05-24,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1
1580,0.232452218348552,0.170868594608111,OR,2023-05-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1581,1.93195017532188,0.3758911281255445,OR,2023-05-26,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0
1582,0.851117821820815,0.4443889441143445,OR,2023-05-27,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1583,0.934132552896342,0.420325958538615,OR,2023-05-28,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0
1584,0.720446619701527,0.29516618959028,OR,2023-05-29,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1585,0.980284402913235,0.324016354562063,OR,2023-05-30,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0
1586,1.10415987028121,0.527515952595385,OR,2023-05-31,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0
1587,1.1891094731754,0.39781106008719,OR,2023-06-01,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,1
1588,NA,NA,OR,2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1589,2.01581772781646,0.25812278944295,OR,2023-06-03,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0
1590,1.38691314801924,0.4323325649093525,OR,2023-06-04,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0
1591,1.02531700047382,0.307070410484049,OR,2023-06-05,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0
1592,NA,NA,OR,2023-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1593,0.373786307338942,0.294351174545835,OR,2023-06-07,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1594,2.19089926755374,0.357434809019003,OR,2023-06-08,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,0
1595,0.815709204369818,0.573182328250495,OR,2023-06-09,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1
1596,NA,NA,OR,2023-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1597,0.17558133003946,0.0387046582396613,PA,2023-04-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1598,1.35412700221224,0.188498243486006,PA,2023-05-01,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0
1599,1.34786943575594,0.200788743433546,PA,2023-05-02,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0
1600,0.960517417546174,0.2720203549064115,PA,2023-05-03,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0
1601,3.40682390208141,0.426918932403287,PA,2023-05-04,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0
1602,1.96726853408375,0.265120259813009,PA,2023-05-05,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0
1603,0.927744050647594,0.129490001918798,PA,2023-05-06,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
1604,3.51104216860666,0.4856700830654705,PA,2023-05-07,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
1605,4.58581363860051,0.411939688382119,PA,2023-05-08,0,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0
1606,1.20493776263658,0.205872238816074,PA,2023-05-09,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0
1607,1.2192559486542,0.3024601275361725,PA,2023-05-10,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
1608,2.56324348661321,0.3737630940401955,PA,2023-05-11,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0
1609,0.494805717230661,0.251923457980707,PA,2023-05-12,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1610,0.968809082868998,0.313676687323012,PA,2023-05-13,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
1611,0.540509554960658,0.3300282864344285,PA,2023-05-14,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
1612,0.517895974928571,0.253259007510644,PA,2023-05-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1613,0.756893914963252,0.54279691315393,PA,2023-05-16,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1614,0.851255596465164,0.2178735518865145,PA,2023-05-17,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1615,2.58118860839997,0.587367424587385,PA,2023-05-18,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0
1616,1.24664501006517,0.407082062145227,PA,2023-05-19,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0
1617,NA,NA,PA,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1618,0.780109126037207,0.3887478695285035,PA,2023-05-21,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0
1619,1.47842152980625,0.4968591167121305,PA,2023-05-22,0,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0
1620,1.5171467350145,0.259532764389331,PA,2023-05-23,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0
1621,0.620773059422948,0.444686498597112,PA,2023-05-24,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1622,NA,NA,PA,2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1623,1.23777077250069,0.57800245850222,PA,2023-05-26,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0
1624,0.258238974298732,0.1885867834134585,PA,2023-05-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1625,0.280120591629298,0.1978330256279295,PA,2023-05-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1626,0.748589563197678,0.207326325128594,PA,2023-05-29,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
1627,0.939503307796713,0.66148502719208,PA,2023-05-30,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0
1628,0.79759845491885,0.2270142494692065,PA,2023-05-31,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0
1629,1.68780400449369,0.3930746310066,PA,2023-06-01,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1
1630,0.948991305892847,0.451759710116781,PA,2023-06-02,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1
1631,0.739733746793591,0.3899125950447875,PA,2023-06-03,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0
1632,0.385755669643449,0.268859087489895,PA,2023-06-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1633,0.928284190246736,0.2797540585323505,PA,2023-06-05,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
1634,0.644586874306086,0.447734707184394,PA,2023-06-06,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0
1635,0.421930870730726,0.30195617682938253,PA,2023-06-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1636,0.632176471473757,0.4458440337082775,PA,2023-06-08,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0
1637,1.94092528331614,0.4073906726913885,PA,2023-06-09,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0
1638,0.390162023377577,0.2970467822513555,PA,2023-06-10,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1639,NA,NA,PR,2023-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1640,0.0554836709051687,0.04128905481506505,PR,2023-05-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1641,NA,NA,PR,2023-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1642,1.11058865624318,0.781463747948475,PR,2023-05-03,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0
1643,NA,NA,PR,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1644,0.0763610127481849,0.0533955708263705,PR,2023-05-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1645,NA,NA,PR,2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1646,NA,NA,PR,2023-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1647,0.0921084646033176,0.064564025050952,PR,2023-05-08,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1648,2.05453040187114,0.746989665485525,PR,2023-05-09,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0
1649,NA,NA,PR,2023-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1650,NA,NA,PR,2023-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1651,NA,NA,PR,2023-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1652,NA,NA,PR,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1653,NA,NA,PR,2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1654,NA,NA,PR,2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1655,NA,NA,PR,2023-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1656,1.60945202819568,0.546207144143295,PR,2023-05-17,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1
1657,NA,NA,PR,2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1658,NA,NA,PR,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1659,NA,NA,PR,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1660,NA,NA,PR,2023-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1661,NA,NA,PR,2023-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1662,NA,NA,PR,2023-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1663,0.236847636526214,0.1624103140260475,PR,2023-05-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1664,NA,NA,PR,2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1665,NA,NA,PR,2023-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1666,NA,NA,PR,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1667,NA,NA,PR,2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1668,NA,NA,PR,2023-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1669,0.306514907869343,0.217056990739234,PR,2023-05-30,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1670,NA,NA,PR,2023-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1671,0.844883892763692,0.589005441374305,PR,2023-06-01,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0
1672,NA,NA,PR,2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1673,NA,NA,PR,2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1674,NA,NA,PR,2023-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1675,NA,NA,PR,2023-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1676,NA,NA,PR,2023-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1677,0.92426599104217,0.65172405362582,PR,2023-06-07,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1
1678,0.638423236625439,0.4458440337082775,PR,2023-06-08,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1
1679,NA,NA,PR,2023-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1680,NA,NA,PR,2023-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1681,NA,NA,RI,2023-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1682,0.178860343818736,0.04128905481506505,RI,2023-05-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1683,0.561948355692327,0.04404213012995045,RI,2023-05-02,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1684,0.666775099074799,0.354871097762125,RI,2023-05-03,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1685,0.581366667725648,0.259436634458401,RI,2023-05-04,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1686,0.0732648467130805,0.0533955708263705,RI,2023-05-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1687,0.250395068760404,0.056905738773725,RI,2023-05-06,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1688,0.266159899663565,0.0606258488037525,RI,2023-05-07,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1689,0.286745901699367,0.064564025050952,RI,2023-05-08,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1690,1.17387165596814,0.4653897259454715,RI,2023-05-09,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,0
1691,1.40935359607541,0.073126158117945,RI,2023-05-10,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0
1692,NA,NA,RI,2023-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1693,NA,NA,RI,2023-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1694,NA,NA,RI,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1695,NA,NA,RI,2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1696,0.143040079097346,0.09886729505853,RI,2023-05-15,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1697,0.150996487022545,0.104808101049444,RI,2023-05-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1698,0.783856264224323,0.546207144143295,RI,2023-05-17,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0
1699,NA,NA,RI,2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1700,NA,NA,RI,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1701,NA,NA,RI,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1702,NA,NA,RI,2023-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1703,0.208446169405962,0.1463207562508845,RI,2023-05-22,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1704,NA,NA,RI,2023-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1705,0.221894802980562,0.1624103140260475,RI,2023-05-24,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1706,NA,NA,RI,2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1707,NA,NA,RI,2023-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1708,NA,NA,RI,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1709,NA,NA,RI,2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1710,NA,NA,RI,2023-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1711,0.308261009070058,0.217056990739234,RI,2023-05-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1712,NA,NA,RI,2023-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1713,NA,NA,RI,2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1714,NA,NA,RI,2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1715,NA,NA,RI,2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1716,NA,NA,RI,2023-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1717,NA,NA,RI,2023-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1718,NA,NA,RI,2023-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1719,0.426408907265118,0.30195617682938253,RI,2023-06-07,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1720,NA,NA,RI,2023-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1721,NA,NA,RI,2023-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1722,NA,NA,RI,2023-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1723,0.54696015153609,0.254889395218234,SC,2023-04-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1724,0.180206684895913,0.04128905481506505,SC,2023-05-01,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1725,NA,NA,SC,2023-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1726,0.208656055187665,0.04697206198858175,SC,2023-05-03,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1727,0.524414459479065,0.251535797025535,SC,2023-05-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1728,0.961134168831091,0.196925695716608,SC,2023-05-05,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0
1729,NA,NA,SC,2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1730,1.07744212076731,0.75744614542869,SC,2023-05-07,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
1731,1.51138426725367,0.68640473992316,SC,2023-05-08,0,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0
1732,0.0960598055793717,0.068728221272074,SC,2023-05-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1733,0.880222678049721,0.2969255944318155,SC,2023-05-10,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
1734,0.106346399047259,0.077765256965981,SC,2023-05-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1735,0.108625206212691,0.082652570808454,SC,2023-05-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1736,NA,NA,SC,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1737,NA,NA,SC,2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1738,NA,NA,SC,2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1739,0.431895731499762,0.104808101049444,SC,2023-05-16,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1740,NA,NA,SC,2023-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1741,0.169497370262567,0.1175192650438975,SC,2023-05-18,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1742,0.719099382772537,0.506135864711875,SC,2023-05-19,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1743,NA,NA,SC,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1744,0.551860302403824,0.1386961361727985,SC,2023-05-21,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1745,0.886442610032217,0.415479415611018,SC,2023-05-22,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
1746,0.585323834848421,0.1542263995858165,SC,2023-05-23,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1747,0.430417479261607,0.30354840631158,SC,2023-05-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1748,0.24843410439288,0.170868594608111,SC,2023-05-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1749,0.245218918143441,0.1795961672775265,SC,2023-05-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
